mass_A
t	x	y
0.000000000E0	-5.550155887E-3	6.429294759E-1
1.000000000E-2	-2.961443242E-3	6.401450474E-1
2.000000000E-2	3.335652436E-3	6.361962650E-1
3.000000000E-2	6.254159098E-3	6.333639179E-1
4.000000000E-2	1.157781287E-2	6.296433196E-1
5.000000000E-2	1.629959217E-2	6.256337871E-1
6.000000000E-2	2.167246022E-2	6.216501755E-1
7.000000000E-2	2.740192160E-2	6.175907717E-1
8.000000000E-2	3.284321143E-2	6.136202568E-1
9.000000000E-2	4.242550343E-2	6.085410650E-1
1.000000000E-1	4.704284553E-2	6.044192672E-1
1.100000000E-1	5.643415722E-2	5.992384117E-1
1.200000000E-1	6.097840506E-2	5.951511725E-1
1.300000000E-1	6.997484396E-2	5.898909498E-1
1.400000000E-1	7.940564488E-2	5.846401929E-1
1.500000000E-1	8.827296418E-2	5.793354754E-1
1.600000000E-1	9.335014726E-2	5.752445188E-1
1.700000000E-1	1.056780984E-1	5.688009074E-1
1.800000000E-1	1.126099493E-1	5.636341146E-1
1.900000000E-1	1.225891517E-1	5.582393151E-1
2.000000000E-1	1.337854600E-1	5.527125632E-1
2.100000000E-1	1.446123085E-1	5.474517102E-1
2.200000000E-1	1.555720019E-1	5.422518708E-1
2.300000000E-1	1.655261559E-1	5.378672201E-1
2.400000000E-1	1.767749459E-1	5.326292675E-1
2.500000000E-1	1.882088356E-1	5.273922877E-1
2.600000000E-1	1.987085631E-1	5.231647663E-1
2.700000000E-1	2.093784730E-1	5.191213454E-1
2.800000000E-1	2.229862537E-1	5.150381263E-1
2.900000000E-1	2.349927196E-1	5.110554750E-1
3.000000000E-1	2.449814277E-1	5.069229245E-1
3.100000000E-1	2.548370636E-1	5.029519658E-1
3.200000000E-1	2.664697518E-1	4.990364108E-1
3.300000000E-1	2.780926190E-1	4.951051834E-1
3.400000000E-1	2.898760608E-1	4.919094599E-1
3.500000000E-1	3.039243985E-1	4.882017921E-1
3.600000000E-1	3.163324000E-1	4.853115721E-1
3.700000000E-1	3.288910705E-1	4.825193538E-1
3.800000000E-1	3.416009453E-1	4.799292562E-1
3.900000000E-1	3.535629813E-1	4.780327683E-1
4.000000000E-1	3.668483455E-1	4.756192493E-1
4.100000000E-1	3.777758922E-1	4.736709959E-1
4.200000000E-1	3.898762091E-1	4.719156174E-1
4.300000000E-1	4.055182516E-1	4.700223673E-1
4.400000000E-1	4.181978719E-1	4.683694068E-1
4.500000000E-1	4.306460550E-1	4.672311268E-1
4.600000000E-1	4.438814505E-1	4.666394205E-1
4.700000000E-1	4.571942852E-1	4.651936025E-1
4.800000000E-1	4.706336237E-1	4.647188268E-1
4.900000000E-1	4.823557181E-1	4.641649785E-1
5.000000000E-1	4.950996600E-1	4.635959607E-1
5.100000000E-1	5.077058665E-1	4.633203639E-1
5.200000000E-1	5.209173567E-1	4.635532131E-1
5.300000000E-1	5.336208174E-1	4.636141893E-1
5.400000000E-1	5.461490241E-1	4.641134965E-1
5.500000000E-1	5.588048406E-1	4.649386063E-1
5.600000000E-1	5.710938112E-1	4.660494512E-1
5.700000000E-1	5.835257599E-1	4.672600033E-1
5.800000000E-1	5.940541884E-1	4.693056232E-1
5.900000000E-1	6.070307086E-1	4.707016280E-1
6.000000000E-1	6.196194096E-1	4.730585560E-1
6.100000000E-1	6.311670285E-1	4.757163083E-1
6.200000000E-1	6.438385853E-1	4.783500611E-1
6.300000000E-1	6.549320798E-1	4.811692366E-1
6.400000000E-1	6.663123006E-1	4.844211946E-1
6.500000000E-1	6.774514189E-1	4.878592436E-1
6.600000000E-1	6.877640570E-1	4.917046202E-1
6.700000000E-1	6.984922815E-1	4.955154910E-1
6.800000000E-1	7.082393300E-1	4.990664665E-1
6.900000000E-1	7.190004358E-1	5.027853414E-1
7.000000000E-1	7.258549762E-1	5.054888979E-1
7.100000000E-1	7.373299403E-1	5.091142174E-1
7.200000000E-1	7.463073034E-1	5.119938437E-1
7.300000000E-1	7.551583632E-1	5.154430517E-1
7.400000000E-1	7.636361211E-1	5.182044725E-1
7.500000000E-1	7.714429701E-1	5.210382626E-1
7.600000000E-1	7.809909543E-1	5.238064964E-1
7.700000000E-1	7.868699008E-1	5.273454503E-1
7.800000000E-1	8.038059470E-1	5.326412309E-1
7.900000000E-1	8.089825411E-1	5.341553194E-1
8.000000000E-1	8.174137993E-1	5.366375743E-1
8.100000000E-1	8.252182334E-1	5.390773878E-1
8.200000000E-1	8.325934639E-1	5.415769582E-1
8.300000000E-1	8.404194697E-1	5.439047703E-1
8.400000000E-1	8.454384664E-1	5.452218042E-1
8.500000000E-1	8.534213319E-1	5.476959943E-1
8.600000000E-1	8.597295436E-1	5.491766681E-1
8.700000000E-1	8.651662631E-1	5.504410929E-1
8.800000000E-1	8.701842339E-1	5.516160982E-1
8.900000000E-1	8.780143017E-1	5.539533625E-1
9.000000000E-1	8.834042778E-1	5.552236906E-1
9.100000000E-1	8.884502580E-1	5.565817535E-1
9.200000000E-1	8.943307208E-1	5.576643435E-1
9.300000000E-1	8.992351048E-1	5.590694783E-1
9.400000000E-1	9.046720378E-1	5.602630724E-1
9.500000000E-1	9.095467057E-1	5.615778440E-1
9.600000000E-1	9.172339940E-1	5.636208608E-1
9.700000000E-1	9.223245534E-1	5.648473274E-1
9.800000000E-1	9.271037462E-1	5.661394740E-1
9.900000000E-1	9.311836542E-1	5.668965560E-1
1.000000000E0	9.365652283E-1	5.676452823E-1
1.010000000E0	9.408851887E-1	5.684298038E-1
1.020000000E0	9.457335623E-1	5.695585321E-1
1.030000000E0	9.512412668E-1	5.707390980E-1
1.040000000E0	9.562252055E-1	5.712942566E-1
1.050000000E0	9.609490775E-1	5.720738663E-1
1.060000000E0	9.649497330E-1	5.725737382E-1
1.070000000E0	9.698329677E-1	5.731114734E-1
1.080000000E0	9.739088037E-1	5.736525621E-1
1.090000000E0	9.770282256E-1	5.736421672E-1
1.100000000E0	9.804782072E-1	5.737268808E-1
1.110000000E0	9.887617294E-1	5.758037967E-1
1.120000000E0	9.918442798E-1	5.756949748E-1
1.130000000E0	9.945483529E-1	5.760891605E-1
1.140000000E0	9.972012990E-1	5.760826065E-1
1.150000000E0	9.980990409E-1	5.755466464E-1
1.160000000E0	9.984321051E-1	5.762663412E-1
1.170000000E0	1.000389349E0	5.770735433E-1
1.180000000E0	1.015289676E0	5.804960700E-1
1.190000000E0	1.017778109E0	5.803666359E-1
1.200000000E0	1.020275716E0	5.802393982E-1
1.210000000E0	1.023640038E0	5.802577762E-1
1.220000000E0	1.026468787E0	5.803140396E-1
1.230000000E0	1.029029822E0	5.802914609E-1
1.240000000E0	1.032171922E0	5.806159204E-1
1.250000000E0	1.035270255E0	5.804119033E-1
1.260000000E0	1.038094400E0	5.802905253E-1
1.270000000E0	1.041130616E0	5.802762600E-1
1.280000000E0	1.045435344E0	5.813299910E-1
1.290000000E0	1.048382369E0	5.813275961E-1
1.300000000E0	1.050829712E0	5.814259407E-1
1.310000000E0	1.055258301E0	5.822736458E-1
1.320000000E0	1.057763788E0	5.823510324E-1
1.330000000E0	1.059965546E0	5.824293566E-1
1.340000000E0	1.062513467E0	5.823922905E-1
1.350000000E0	1.065204171E0	5.823864777E-1
1.360000000E0	1.067824734E0	5.823983088E-1
1.370000000E0	1.070019872E0	5.823666580E-1
1.380000000E0	1.072946097E0	5.823185270E-1
1.390000000E0	1.075591156E0	5.822393862E-1
1.400000000E0	1.078059870E0	5.821322690E-1
1.410000000E0	1.080828236E0	5.821181933E-1
1.420000000E0	1.083577142E0	5.820918414E-1
1.430000000E0	1.086381354E0	5.819496335E-1
1.440000000E0	1.089525902E0	5.821135455E-1
1.450000000E0	1.092672887E0	5.820220381E-1
1.460000000E0	1.095209079E0	5.819819470E-1
1.470000000E0	1.098782472E0	5.820138305E-1
1.480000000E0	1.101355588E0	5.820845416E-1
1.490000000E0	1.104170651E0	5.819253816E-1
1.500000000E0	1.107001397E0	5.817618363E-1
1.510000000E0	1.109672563E0	5.817393726E-1
1.520000000E0	1.113262729E0	5.817502807E-1
1.530000000E0	1.116045650E0	5.816371522E-1
1.540000000E0	1.118533591E0	5.816190042E-1
1.550000000E0	1.121480327E0	5.813916615E-1
1.560000000E0	1.124022424E0	5.813404544E-1
1.570000000E0	1.127190657E0	5.816444125E-1
