mass_A
t	x	y
1.580000000E0	1.130275310E0	5.813917665E-1
1.590000000E0	1.133142394E0	5.812065997E-1
1.600000000E0	1.136330917E0	5.814278342E-1
1.610000000E0	1.139331081E0	5.812656002E-1
1.620000000E0	1.141584453E0	5.801443430E-1
1.630000000E0	1.144297931E0	5.800326623E-1
1.640000000E0	1.148100015E0	5.799120305E-1
1.650000000E0	1.151906194E0	5.798354230E-1
1.660000000E0	1.155009810E0	5.796454343E-1
1.670000000E0	1.158588573E0	5.797844097E-1
1.680000000E0	1.162525691E0	5.795912882E-1
1.690000000E0	1.164670748E0	5.788432547E-1
1.700000000E0	1.167926955E0	5.783588232E-1
1.710000000E0	1.171769147E0	5.782621815E-1
1.720000000E0	1.175361275E0	5.783255759E-1
1.730000000E0	1.179244269E0	5.781663643E-1
1.740000000E0	1.183072513E0	5.781356521E-1
1.750000000E0	1.185747383E0	5.768765706E-1
1.760000000E0	1.189599891E0	5.767110567E-1
1.770000000E0	1.193809656E0	5.765423454E-1
1.780000000E0	1.196182911E0	5.753472509E-1
1.790000000E0	1.200887659E0	5.753745913E-1
1.800000000E0	1.203780084E0	5.739411789E-1
1.810000000E0	1.206568376E0	5.724943592E-1
1.820000000E0	1.211386624E0	5.725698830E-1
1.830000000E0	1.216566891E0	5.725397598E-1
1.840000000E0	1.220958006E0	5.722570472E-1
1.850000000E0	1.224798063E0	5.714326370E-1
1.860000000E0	1.229780320E0	5.710494244E-1
1.870000000E0	1.233725313E0	5.696901539E-1
1.880000000E0	1.237790622E0	5.683695710E-1
1.890000000E0	1.241991675E0	5.675029681E-1
1.900000000E0	1.247657327E0	5.669751713E-1
1.910000000E0	1.252325592E0	5.657961124E-1
1.920000000E0	1.257100953E0	5.641263558E-1
1.930000000E0	1.262101280E0	5.627859577E-1
1.940000000E0	1.267267620E0	5.613614620E-1
1.950000000E0	1.272467755E0	5.600148342E-1
1.960000000E0	1.278462386E0	5.588110745E-1
1.970000000E0	1.283134290E0	5.559759864E-1
1.980000000E0	1.288998990E0	5.547834101E-1
1.990000000E0	1.295532799E0	5.533355075E-1
2.000000000E0	1.302240382E0	5.518254814E-1
2.010000000E0	1.307531134E0	5.491932517E-1
2.020000000E0	1.313007408E0	5.468048457E-1
2.030000000E0	1.318908203E0	5.439570305E-1
2.040000000E0	1.325215661E0	5.413438230E-1
2.050000000E0	1.332129130E0	5.384529224E-1
2.060000000E0	1.339423412E0	5.357064004E-1
2.070000000E0	1.346405820E0	5.333453254E-1
2.080000000E0	1.353735213E0	5.301292650E-1
2.090000000E0	1.360531076E0	5.270680997E-1
2.100000000E0	1.367719065E0	5.226784923E-1
2.110000000E0	1.376296637E0	5.199743442E-1
2.120000000E0	1.383642840E0	5.157043812E-1
2.130000000E0	1.392274981E0	5.118339902E-1
