mass_A
t	x	y
5.500000000E-1	5.680488779E-1	4.713075797E-1
5.600000000E-1	5.810045788E-1	4.727142098E-1
5.700000000E-1	5.940294939E-1	4.746614448E-1
5.800000000E-1	6.058183817E-1	4.761940395E-1
5.900000000E-1	6.181371029E-1	4.783651110E-1
6.000000000E-1	6.303660886E-1	4.810260594E-1
6.100000000E-1	6.437813090E-1	4.843258740E-1
6.200000000E-1	6.546565049E-1	4.873441544E-1
6.300000000E-1	6.662171534E-1	4.908847008E-1
6.400000000E-1	6.783022727E-1	4.946166030E-1
6.500000000E-1	6.899079611E-1	4.983427376E-1
6.600000000E-1	7.005236430E-1	5.021673689E-1
6.700000000E-1	7.107816528E-1	5.057129821E-1
6.800000000E-1	7.213489578E-1	5.093474895E-1
6.900000000E-1	7.314252848E-1	5.130857910E-1
7.000000000E-1	7.412032338E-1	5.167840488E-1
7.100000000E-1	7.506810569E-1	5.203969065E-1
7.200000000E-1	7.599909911E-1	5.235562965E-1
7.300000000E-1	7.694071353E-1	5.269507625E-1
7.400000000E-1	7.778347879E-1	5.297012669E-1
7.500000000E-1	7.870358913E-1	5.331059502E-1
7.600000000E-1	7.971415098E-1	5.365922344E-1
7.700000000E-1	8.055003193E-1	5.394130670E-1
7.800000000E-1	8.136304036E-1	5.420544378E-1
7.900000000E-1	8.219787922E-1	5.442650097E-1
8.000000000E-1	8.307963407E-1	5.468805596E-1
8.100000000E-1	8.389343579E-1	5.492074828E-1
8.200000000E-1	8.461597136E-1	5.516983574E-1
8.300000000E-1	8.529855355E-1	5.532369091E-1
8.400000000E-1	8.604450988E-1	5.555045146E-1
8.500000000E-1	8.672279050E-1	5.572122435E-1
8.600000000E-1	8.750785211E-1	5.592320716E-1
8.700000000E-1	8.837765483E-1	5.612796806E-1
8.800000000E-1	8.899409555E-1	5.628938628E-1
8.900000000E-1	8.960226304E-1	5.643155091E-1
9.000000000E-1	9.021270275E-1	5.655365590E-1
9.100000000E-1	9.097205287E-1	5.675258681E-1
9.200000000E-1	9.164142172E-1	5.691061304E-1
9.300000000E-1	9.225865033E-1	5.704278357E-1
9.400000000E-1	9.286064705E-1	5.717422563E-1
9.500000000E-1	9.344405146E-1	5.725830780E-1
9.600000000E-1	9.408261458E-1	5.735143113E-1
9.700000000E-1	9.471601582E-1	5.749731837E-1
9.800000000E-1	9.536251205E-1	5.759331405E-1
9.900000000E-1	9.582654007E-1	5.767623871E-1
1.000000000E0	9.641217427E-1	5.775523738E-1
1.010000000E0	9.695370905E-1	5.785043716E-1
1.020000000E0	9.742202831E-1	5.789878931E-1
1.030000000E0	9.797488829E-1	5.796876593E-1
1.040000000E0	9.844010889E-1	5.802165455E-1
1.050000000E0	9.898645110E-1	5.808100948E-1
1.060000000E0	9.945996343E-1	5.811873704E-1
1.070000000E0	1.000621213E0	5.819443034E-1
1.080000000E0	1.005504276E0	5.820952755E-1
1.090000000E0	1.009911615E0	5.823099605E-1
1.100000000E0	1.014089913E0	5.822913477E-1
1.110000000E0	1.019161479E0	5.830048447E-1
1.120000000E0	1.023869908E0	5.831352527E-1
1.130000000E0	1.028341563E0	5.833465924E-1
1.140000000E0	1.034159564E0	5.839651969E-1
1.150000000E0	1.038865144E0	5.843194276E-1
1.160000000E0	1.044750890E0	5.849976184E-1
1.170000000E0	1.049715816E0	5.853606637E-1
1.180000000E0	1.054516115E0	5.852467566E-1
1.190000000E0	1.059007229E0	5.851118500E-1
1.200000000E0	1.063251896E0	5.850528259E-1
1.210000000E0	1.068111959E0	5.848855611E-1
1.220000000E0	1.072607584E0	5.851122274E-1
1.230000000E0	1.077474817E0	5.849386106E-1
1.240000000E0	1.081713184E0	5.849278706E-1
1.250000000E0	1.086338529E0	5.848658551E-1
1.260000000E0	1.090709085E0	5.847720768E-1
1.270000000E0	1.095272769E0	5.847270905E-1
1.280000000E0	1.099340740E0	5.845608821E-1
1.290000000E0	1.103941373E0	5.845872439E-1
1.300000000E0	1.108298310E0	5.845107378E-1
1.310000000E0	1.112942426E0	5.844381186E-1
1.320000000E0	1.117848254E0	5.841565403E-1
1.330000000E0	1.122495791E0	5.842319047E-1
1.340000000E0	1.127579421E0	5.841801447E-1
1.350000000E0	1.130730354E0	5.831306220E-1
1.360000000E0	1.135690696E0	5.828856155E-1
1.370000000E0	1.140740348E0	5.827482448E-1
1.380000000E0	1.144468748E0	5.818081015E-1
1.390000000E0	1.149163651E0	5.813459894E-1
1.400000000E0	1.154359812E0	5.811930527E-1
1.410000000E0	1.159312908E0	5.810773577E-1
1.420000000E0	1.164573200E0	5.808300767E-1
1.430000000E0	1.169972940E0	5.809490751E-1
1.440000000E0	1.174232450E0	5.803360859E-1
1.450000000E0	1.179646164E0	5.793607765E-1
1.460000000E0	1.184475994E0	5.783677189E-1
1.470000000E0	1.189021497E0	5.772065808E-1
1.480000000E0	1.195067418E0	5.766899418E-1
1.490000000E0	1.199956965E0	5.757502389E-1
1.500000000E0	1.205562729E0	5.753750844E-1
1.510000000E0	1.210667619E0	5.743278615E-1
1.520000000E0	1.216389739E0	5.736331462E-1
1.530000000E0	1.221398993E0	5.727707134E-1
1.540000000E0	1.227153147E0	5.718979392E-1
1.550000000E0	1.232680459E0	5.704364976E-1
1.560000000E0	1.237937816E0	5.686192815E-1
1.570000000E0	1.243349919E0	5.671005158E-1
1.580000000E0	1.249528347E0	5.658484411E-1
1.590000000E0	1.256088827E0	5.643429872E-1
1.600000000E0	1.262473164E0	5.628187006E-1
1.610000000E0	1.267867722E0	5.605232030E-1
1.620000000E0	1.274564502E0	5.586813942E-1
1.630000000E0	1.281651038E0	5.572726058E-1
1.640000000E0	1.288357174E0	5.552271215E-1
1.650000000E0	1.295574489E0	5.531916163E-1
1.660000000E0	1.302545495E0	5.505271274E-1
1.670000000E0	1.309390374E0	5.470230536E-1
1.680000000E0	1.317006767E0	5.443979629E-1
1.690000000E0	1.324693666E0	5.412806226E-1
1.700000000E0	1.332154038E0	5.384647557E-1
1.710000000E0	1.340256076E0	5.354524193E-1
1.720000000E0	1.347730284E0	5.320941588E-1
1.730000000E0	1.355569463E0	5.282597103E-1
1.740000000E0	1.364319890E0	5.249159209E-1
1.750000000E0	1.372610861E0	5.209511841E-1
1.760000000E0	1.381330179E0	5.169600311E-1
1.770000000E0	1.389863540E0	5.128873050E-1
1.780000000E0	1.399347753E0	5.086774372E-1
1.790000000E0	1.407690244E0	5.048223599E-1
