mass_A
t	x	y
4.400000000E-1	4.034744119E-1	4.745993969E-1
4.500000000E-1	4.163694643E-1	4.732462288E-1
4.600000000E-1	4.291678976E-1	4.717632247E-1
4.700000000E-1	4.432271822E-1	4.703877936E-1
4.800000000E-1	4.572256171E-1	4.690194833E-1
4.900000000E-1	4.689178014E-1	4.686439680E-1
5.000000000E-1	4.821053419E-1	4.676556729E-1
5.100000000E-1	4.953197078E-1	4.673438256E-1
5.200000000E-1	5.082755582E-1	4.671050970E-1
5.300000000E-1	5.208670943E-1	4.672114105E-1
5.400000000E-1	5.327347742E-1	4.676470107E-1
5.500000000E-1	5.460565022E-1	4.677263331E-1
5.600000000E-1	5.585631899E-1	4.686928480E-1
5.700000000E-1	5.710698374E-1	4.698086647E-1
5.800000000E-1	5.838398988E-1	4.709346778E-1
5.900000000E-1	5.965315400E-1	4.725440191E-1
6.000000000E-1	6.106151710E-1	4.743056689E-1
6.100000000E-1	6.212557620E-1	4.767007559E-1
6.200000000E-1	6.319184420E-1	4.791861985E-1
6.300000000E-1	6.441881410E-1	4.817912513E-1
6.400000000E-1	6.544890903E-1	4.845731237E-1
6.500000000E-1	6.662857963E-1	4.877874635E-1
6.600000000E-1	6.762642151E-1	4.909572116E-1
6.700000000E-1	6.869282382E-1	4.941922257E-1
6.800000000E-1	6.969847900E-1	4.977967758E-1
6.900000000E-1	7.073880111E-1	5.013707617E-1
7.000000000E-1	7.198829298E-1	5.050989019E-1
7.100000000E-1	7.310217552E-1	5.087870503E-1
7.200000000E-1	7.408730729E-1	5.125925834E-1
7.300000000E-1	7.459316004E-1	5.153031065E-1
7.400000000E-1	7.576222970E-1	5.188173408E-1
7.500000000E-1	7.646681593E-1	5.214045570E-1
7.600000000E-1	7.756072872E-1	5.250873509E-1
7.700000000E-1	7.817689906E-1	5.276005015E-1
7.800000000E-1	7.890860843E-1	5.301727382E-1
7.900000000E-1	7.967599899E-1	5.326986649E-1
8.000000000E-1	8.083316471E-1	5.361960757E-1
8.100000000E-1	8.155386102E-1	5.386878380E-1
8.200000000E-1	8.234798272E-1	5.411310803E-1
8.300000000E-1	8.317469953E-1	5.436649188E-1
8.400000000E-1	8.397592404E-1	5.461567014E-1
8.500000000E-1	8.476469569E-1	5.485701950E-1
8.600000000E-1	8.524532010E-1	5.499745313E-1
8.700000000E-1	8.605245541E-1	5.523480146E-1
8.800000000E-1	8.644558665E-1	5.536358235E-1
8.900000000E-1	8.696390710E-1	5.548469345E-1
9.000000000E-1	8.787866350E-1	5.572234032E-1
9.100000000E-1	8.836280004E-1	5.585353827E-1
9.200000000E-1	8.890882272E-1	5.597370133E-1
9.300000000E-1	8.978592264E-1	5.621605596E-1
9.400000000E-1	9.033852943E-1	5.633644432E-1
9.500000000E-1	9.087545620E-1	5.645740326E-1
9.600000000E-1	9.139719016E-1	5.658177563E-1
9.700000000E-1	9.190883756E-1	5.670484645E-1
9.800000000E-1	9.246051579E-1	5.680884399E-1
9.900000000E-1	9.297710970E-1	5.692274636E-1
1.000000000E0	9.346523204E-1	5.705913785E-1
1.010000000E0	9.366195697E-1	5.707291097E-1
1.020000000E0	9.417732944E-1	5.719119205E-1
1.030000000E0	9.476153472E-1	5.730717037E-1
1.040000000E0	9.490197127E-1	5.730570930E-1
1.050000000E0	9.551282416E-1	5.743078239E-1
1.060000000E0	9.611077476E-1	5.755237983E-1
1.070000000E0	9.665893817E-1	5.766517871E-1
1.080000000E0	9.719892369E-1	5.778408538E-1
1.090000000E0	9.746622222E-1	5.779132171E-1
1.100000000E0	9.798954412E-1	5.790774288E-1
1.110000000E0	9.818025412E-1	5.790045123E-1
1.120000000E0	9.867509748E-1	5.801784675E-1
1.130000000E0	9.900812691E-1	5.803833146E-1
1.140000000E0	9.930180620E-1	5.801643417E-1
1.150000000E0	9.965121612E-1	5.802636486E-1
1.160000000E0	9.991086459E-1	5.802654172E-1
1.170000000E0	1.001577874E0	5.803475226E-1
1.180000000E0	1.003681276E0	5.800382339E-1
1.190000000E0	1.007415790E0	5.809378509E-1
1.200000000E0	1.009209473E0	5.813107766E-1
1.210000000E0	1.011383408E0	5.813134944E-1
1.220000000E0	1.017362034E0	5.825856333E-1
1.230000000E0	1.019876574E0	5.826202803E-1
1.240000000E0	1.022019032E0	5.826324447E-1
1.250000000E0	1.024447872E0	5.824035908E-1
1.260000000E0	1.026664348E0	5.822695559E-1
1.270000000E0	1.029358180E0	5.821609603E-1
1.280000000E0	1.031463745E0	5.822726492E-1
1.290000000E0	1.033842879E0	5.823506789E-1
1.300000000E0	1.035860328E0	5.822224807E-1
1.310000000E0	1.037728293E0	5.822354801E-1
1.320000000E0	1.040598587E0	5.822143667E-1
1.330000000E0	1.043346647E0	5.822309737E-1
1.340000000E0	1.045634196E0	5.824137383E-1
1.350000000E0	1.047625893E0	5.822306776E-1
1.360000000E0	1.049011754E0	5.821727631E-1
1.370000000E0	1.051027181E0	5.820953293E-1
1.380000000E0	1.053488684E0	5.822132429E-1
1.390000000E0	1.055757258E0	5.826923226E-1
1.400000000E0	1.058600176E0	5.828666631E-1
1.410000000E0	1.060816331E0	5.829900143E-1
1.420000000E0	1.062774106E0	5.829407857E-1
1.430000000E0	1.064393423E0	5.829232515E-1
1.440000000E0	1.065671226E0	5.828925649E-1
1.450000000E0	1.067517428E0	5.829430683E-1
1.460000000E0	1.073380077E0	5.839090405E-1
1.470000000E0	1.075510544E0	5.840602169E-1
1.480000000E0	1.077284212E0	5.840923637E-1
1.490000000E0	1.079844665E0	5.841021060E-1
1.500000000E0	1.082071509E0	5.841373336E-1
1.510000000E0	1.084046908E0	5.843463103E-1
1.520000000E0	1.088529165E0	5.851075337E-1
1.530000000E0	1.090652508E0	5.856950669E-1
1.540000000E0	1.092639447E0	5.854352662E-1
1.550000000E0	1.094646399E0	5.856984689E-1
1.560000000E0	1.096604140E0	5.852970753E-1
1.570000000E0	1.098796171E0	5.855920818E-1
1.580000000E0	1.102003597E0	5.859937963E-1
1.590000000E0	1.104054963E0	5.861989102E-1
1.600000000E0	1.106242392E0	5.864723914E-1
1.610000000E0	1.107402525E0	5.856472861E-1
1.620000000E0	1.108839641E0	5.844993772E-1
1.630000000E0	1.111271021E0	5.844779569E-1
1.640000000E0	1.114193667E0	5.845653517E-1
1.650000000E0	1.115469200E0	5.840634809E-1
1.660000000E0	1.117683472E0	5.840430413E-1
1.670000000E0	1.120316359E0	5.838982163E-1
1.680000000E0	1.121839845E0	5.827605969E-1
1.690000000E0	1.124163707E0	5.827838648E-1
1.700000000E0	1.125782075E0	5.812978999E-1
1.710000000E0	1.128164072E0	5.814043364E-1
1.720000000E0	1.129981683E0	5.809130470E-1
1.730000000E0	1.132041245E0	5.812493322E-1
1.740000000E0	1.134387647E0	5.812417506E-1
1.750000000E0	1.136061683E0	5.808618623E-1
1.760000000E0	1.138475679E0	5.810045630E-1
1.770000000E0	1.140620602E0	5.805622440E-1
1.780000000E0	1.142619290E0	5.807673143E-1
1.790000000E0	1.145153105E0	5.807758086E-1
1.800000000E0	1.147724246E0	5.807242379E-1
1.810000000E0	1.150022411E0	5.810136568E-1
1.820000000E0	1.152691711E0	5.810784890E-1
1.830000000E0	1.155296138E0	5.807323149E-1
1.840000000E0	1.157750442E0	5.809396100E-1
1.850000000E0	1.160439987E0	5.807266680E-1
1.860000000E0	1.163099546E0	5.803038109E-1
1.870000000E0	1.165710027E0	5.804605350E-1
1.880000000E0	1.168328485E0	5.801959255E-1
1.890000000E0	1.170842912E0	5.796529142E-1
1.900000000E0	1.173525111E0	5.792869262E-1
1.910000000E0	1.176117542E0	5.788324688E-1
1.920000000E0	1.178854357E0	5.786239272E-1
1.930000000E0	1.181608503E0	5.784812463E-1
1.940000000E0	1.183838368E0	5.779440505E-1
1.950000000E0	1.186798928E0	5.772858129E-1
1.960000000E0	1.189646452E0	5.770245383E-1
1.970000000E0	1.192321250E0	5.762782238E-1
1.980000000E0	1.196458067E0	5.771549349E-1
1.990000000E0	1.199298859E0	5.766651621E-1
2.000000000E0	1.202321171E0	5.758766192E-1
2.010000000E0	1.205249971E0	5.751421539E-1
2.020000000E0	1.209355619E0	5.761117855E-1
2.030000000E0	1.212221157E0	5.758446196E-1
2.040000000E0	1.215921847E0	5.753625830E-1
2.050000000E0	1.219684048E0	5.757870138E-1
2.060000000E0	1.222553233E0	5.750485603E-1
2.070000000E0	1.226949344E0	5.742147238E-1
2.080000000E0	1.229910997E0	5.734793845E-1
2.090000000E0	1.234243210E0	5.732384714E-1
2.100000000E0	1.237637857E0	5.714610157E-1
2.110000000E0	1.242141592E0	5.714360383E-1
2.120000000E0	1.244680931E0	5.692825725E-1
2.130000000E0	1.248645638E0	5.678113706E-1
2.140000000E0	1.253066845E0	5.659010100E-1
2.150000000E0	1.256729972E0	5.648538686E-1
2.160000000E0	1.261187203E0	5.638076507E-1
2.170000000E0	1.266330530E0	5.635784507E-1
2.180000000E0	1.269664209E0	5.596210361E-1
2.190000000E0	1.274111550E0	5.588047697E-1
2.200000000E0	1.279921467E0	5.579632670E-1
2.210000000E0	1.286886163E0	5.582590869E-1
2.220000000E0	1.292690850E0	5.566645773E-1
2.230000000E0	1.298562900E0	5.552910236E-1
2.240000000E0	1.305033282E0	5.538293519E-1
2.250000000E0	1.310529064E0	5.524050309E-1
2.260000000E0	1.315812202E0	5.497848877E-1
2.270000000E0	1.322202471E0	5.483425331E-1
2.280000000E0	1.328247966E0	5.460537098E-1
2.290000000E0	1.334700809E0	5.432197827E-1
2.300000000E0	1.338455830E0	5.379710867E-1
2.310000000E0	1.346482088E0	5.362519766E-1
2.320000000E0	1.352337932E0	5.327864093E-1
2.330000000E0	1.359887344E0	5.299966765E-1
2.340000000E0	1.367672555E0	5.272354769E-1
2.350000000E0	1.376103319E0	5.242383760E-1
2.360000000E0	1.380912066E0	5.192391673E-1
2.370000000E0	1.392545060E0	5.179632616E-1
2.380000000E0	1.400206646E0	5.141057860E-1
2.390000000E0	1.408756434E0	5.104287828E-1
2.400000000E0	1.417863180E0	5.064943320E-1
2.410000000E0	1.418937750E0	4.988159540E-1
2.420000000E0	1.419343877E0	4.966326635E-1
